,branch,opted_in,total_download_started,total_opted_out,total_move_download,total_cancel_click,cs_provider
67093,notification-interval-longer,0,0,0,0,0,1
67094,notification-interval-short,0,0,0,0,0,2
67095,notification-interval-short,0,0,0,0,0,1
67096,control,0,13,0,0,0,1
67097,notification-interval-longer,0,0,0,0,0,1
67098,notification-interval-longer,0,1,0,0,0,1
67099,notification-interval-short,0,0,0,0,0,1
67100,control,0,0,0,0,0,1
67101,notification-interval-longer,0,0,0,0,0,1
67102,control,0,0,0,0,0,1
67103,notification-interval-longer,0,0,0,0,0,1
67104,notification-interval-longer,0,1,0,0,0,1
67105,notification-interval-short,0,0,0,0,0,1
67106,notification-interval-longer,0,1,0,0,0,1
67107,notification-interval-short,0,0,0,0,0,1
67108,notification-interval-short,0,0,0,0,0,1
67109,notification-interval-longer,0,0,0,0,0,1
67110,notification-interval-longer,0,9,0,0,0,1
67111,notification-interval-short,0,9,0,0,2,1
67112,control,0,0,0,0,0,1
67113,control,0,0,0,0,0,1
67114,control,0,25,0,0,0,1
67115,notification-interval-longer,0,2,0,0,0,1
67116,notification-interval-short,0,0,0,0,0,1
67117,control,0,0,0,0,0,1
67118,notification-interval-longer,0,5,0,0,2,1
67119,notification-interval-short,0,0,0,0,0,2
67120,notification-interval-short,0,0,0,0,0,1
67121,notification-interval-longer,0,0,0,0,0,1
67122,notification-interval-short,0,3,0,0,0,1
67123,notification-interval-longer,0,0,0,0,0,1
67124,notification-interval-longer,0,12,0,0,0,1
67125,control,0,21,0,0,0,2
67126,notification-interval-short,0,2,0,0,0,1
67127,control,0,0,0,0,0,1
67128,control,0,1,0,0,0,1
67129,notification-interval-longer,0,41,0,0,0,1
67130,notification-interval-longer,0,0,0,0,0,1
67131,control,0,0,0,0,0,2
67132,notification-interval-longer,0,0,0,0,0,1
67133,notification-interval-longer,0,0,0,0,0,1
67134,notification-interval-longer,0,19,0,0,0,1
67135,notification-interval-short,0,1,0,0,0,1
67136,notification-interval-short,0,0,0,0,0,1
67137,notification-interval-longer,0,5,0,0,0,1
67138,notification-interval-short,0,0,0,0,0,1
67139,notification-interval-longer,0,0,0,0,0,1
67140,notification-interval-short,0,0,0,0,0,1
67141,notification-interval-short,0,0,0,0,0,1
67142,control,0,2,0,0,0,1
67143,notification-interval-short,0,0,0,0,0,1
67144,notification-interval-short,0,5,0,0,1,1
67145,notification-interval-longer,0,0,0,0,0,1
67146,notification-interval-short,0,0,0,0,0,1
67147,notification-interval-short,0,0,0,0,0,1
67148,notification-interval-longer,0,10,0,0,0,2
67149,notification-interval-longer,0,0,0,0,0,2
67150,notification-interval-short,0,33,0,0,0,1
67151,notification-interval-longer,0,0,0,0,0,1
67152,notification-interval-longer,0,0,0,0,0,1
67153,notification-interval-longer,0,0,0,0,0,1
67154,notification-interval-longer,0,0,0,0,0,1
67155,notification-interval-short,0,1,0,0,0,1
67156,notification-interval-short,0,0,0,0,0,1
67157,notification-interval-longer,0,4,0,0,0,1
67158,notification-interval-longer,0,2,0,0,0,1
67159,notification-interval-short,0,0,0,0,0,1
67160,control,0,0,0,0,0,1
67161,control,0,2,0,0,0,1
67162,notification-interval-short,0,0,0,0,0,2
67163,control,0,0,0,0,0,1
67164,notification-interval-longer,0,1,0,0,0,1
67165,notification-interval-longer,0,0,0,0,0,1
67166,notification-interval-short,0,5,0,0,0,1
67167,notification-interval-longer,0,4,0,0,0,2
67168,notification-interval-short,0,0,0,0,0,1
67170,notification-interval-longer,0,0,0,0,0,1
67171,notification-interval-longer,0,22,0,0,0,1
67172,notification-interval-short,0,1,0,0,0,1
67174,notification-interval-longer,0,39,0,0,0,1
67175,notification-interval-short,0,0,0,0,0,1
67176,notification-interval-short,0,0,0,0,0,1
67177,notification-interval-short,0,1,0,0,0,1
67178,control,0,0,0,0,0,1
67179,notification-interval-short,0,0,0,0,0,2
67180,notification-interval-short,0,0,0,0,0,1
67181,control,0,2,0,0,0,1
67182,notification-interval-short,0,5,0,0,0,1
67183,control,0,0,0,0,0,1
67184,notification-interval-longer,0,4,0,0,0,1
67185,notification-interval-short,0,3,0,0,0,1
67186,control,0,0,0,0,0,1
67187,control,0,0,0,0,0,1
67188,notification-interval-longer,0,0,0,0,0,1
67189,control,0,0,0,0,0,1
67190,notification-interval-short,0,0,0,0,0,1
67191,control,0,0,0,0,0,1
67192,notification-interval-longer,0,0,0,0,0,1
67193,control,0,0,0,0,0,1
67194,notification-interval-short,0,0,0,0,0,1
67195,notification-interval-short,0,0,0,0,0,1
67196,notification-interval-short,0,0,0,0,0,1
67197,notification-interval-longer,0,0,0,0,0,1
67198,notification-interval-short,0,0,0,0,0,1
67199,control,0,0,0,0,0,1
67200,notification-interval-longer,0,0,0,0,0,1
67201,notification-interval-short,0,0,0,0,0,1
67202,notification-interval-short,0,0,0,0,0,1
67203,notification-interval-short,0,1,0,0,0,1
67204,notification-interval-longer,0,0,0,0,0,1
67205,notification-interval-short,0,3,0,0,0,1
67206,notification-interval-longer,0,1,0,0,0,1
67207,notification-interval-longer,0,0,0,0,0,1
67208,notification-interval-longer,0,28,0,0,1,1
67209,notification-interval-short,0,10,0,0,0,1
67210,notification-interval-longer,0,0,0,0,0,1
67211,control,0,2,0,0,0,1
67212,notification-interval-longer,0,2,0,0,0,1
67213,notification-interval-longer,0,1,0,0,0,1
67214,notification-interval-short,0,0,0,0,0,1
67215,notification-interval-longer,0,0,0,0,0,1
67216,notification-interval-short,0,0,0,0,0,1
67217,notification-interval-longer,0,0,0,0,0,1
67218,notification-interval-longer,0,0,0,0,0,1
67219,notification-interval-short,0,3,0,0,0,1
67220,control,0,0,0,0,0,1
67221,notification-interval-longer,0,1,0,0,0,1
67222,control,0,0,0,0,0,1
67223,notification-interval-short,0,1,0,0,0,1
67224,notification-interval-short,0,3,0,0,0,1
67225,notification-interval-short,0,0,0,0,0,1
67226,notification-interval-longer,0,0,0,0,0,2
67227,notification-interval-longer,0,0,0,0,0,1
67228,notification-interval-longer,0,1,0,0,0,1
67229,notification-interval-short,0,2,0,0,0,1
67230,notification-interval-short,0,0,0,0,0,1
67231,notification-interval-short,0,1,0,0,0,1
67232,notification-interval-longer,0,0,0,0,0,1
67233,notification-interval-short,0,0,0,0,0,1
67234,notification-interval-short,0,0,0,0,0,1
67235,control,0,0,0,0,0,1
67236,notification-interval-longer,0,0,0,0,0,1
67237,control,0,0,0,0,0,1
67238,control,0,0,0,0,0,2
67239,notification-interval-longer,0,4,0,0,0,1
67240,notification-interval-longer,0,0,0,0,0,2
67241,control,0,0,0,0,0,1
67242,control,0,0,0,0,0,1
67243,notification-interval-short,0,3,0,0,0,1
67244,notification-interval-short,0,0,0,0,0,2
67245,notification-interval-short,0,0,0,0,0,1
67247,control,0,0,0,0,0,1
67248,notification-interval-longer,0,0,0,0,0,1
67249,notification-interval-short,0,0,0,0,0,1
67250,notification-interval-short,0,4,0,0,0,1
67251,notification-interval-longer,0,0,0,0,0,2
67252,notification-interval-short,0,0,0,0,0,1
67253,control,0,0,0,0,0,1
67254,control,0,1,0,0,0,1
67255,notification-interval-short,0,0,0,0,0,1
67256,notification-interval-longer,0,0,0,0,0,1
67257,control,0,0,0,0,0,1
67258,notification-interval-short,0,0,0,0,0,1
67259,notification-interval-longer,0,0,0,0,0,1
67260,notification-interval-short,0,13,0,0,3,1
67261,control,0,0,0,0,0,1
67262,notification-interval-longer,0,0,0,0,0,2
67263,notification-interval-short,0,0,0,0,0,1
67264,control,0,0,0,0,0,1
67265,notification-interval-longer,0,4,0,0,1,1
67266,notification-interval-longer,0,0,0,0,0,1
67267,notification-interval-longer,0,0,0,0,0,1
67268,notification-interval-short,0,0,0,0,0,1
67269,notification-interval-longer,0,0,0,0,0,1
67270,notification-interval-longer,0,0,0,0,0,1
67271,notification-interval-short,0,1,0,0,1,1
67272,notification-interval-short,0,0,0,0,0,1
67273,notification-interval-short,0,4,0,0,0,1
67274,notification-interval-longer,0,0,0,0,0,1
67275,control,0,0,0,0,0,1
67276,control,0,0,0,0,0,1
67277,notification-interval-short,0,22,0,0,3,1
67278,control,0,1,0,0,0,1
67279,control,0,0,0,0,0,2
67280,notification-interval-longer,0,0,0,0,0,1
67281,control,0,2,0,0,0,1
67282,notification-interval-short,0,0,0,0,0,1
67283,control,0,0,0,0,0,1
67284,notification-interval-short,0,1,0,0,0,2
67285,control,0,7,0,0,0,1
67286,notification-interval-short,0,0,0,0,0,2
67287,notification-interval-longer,0,0,0,0,0,1
67288,notification-interval-short,0,0,0,0,0,1
67289,control,0,0,0,0,0,1
67290,notification-interval-short,0,0,0,0,0,1
67291,notification-interval-short,0,0,0,0,0,1
67292,control,0,0,0,0,0,1
67293,notification-interval-short,0,0,0,0,0,1
67294,notification-interval-short,0,0,0,0,0,1
67295,notification-interval-short,0,0,0,0,0,1
67296,notification-interval-short,0,6,0,0,1,1
67297,notification-interval-short,0,2,0,0,0,1
67298,notification-interval-short,0,1,0,0,0,1
67299,notification-interval-longer,0,0,0,0,0,1
67300,control,0,0,0,0,0,1
67301,notification-interval-longer,0,24,0,0,0,1
67302,control,0,2,0,0,0,1
67303,notification-interval-short,0,0,0,0,0,1
67304,notification-interval-longer,0,56,0,0,1,2
67305,notification-interval-longer,0,1,0,0,0,1
67306,notification-interval-short,0,0,0,0,0,1
67307,notification-interval-longer,0,0,0,0,0,1
67308,notification-interval-short,0,22,0,0,0,1
67309,control,0,0,0,0,0,1
67310,notification-interval-longer,0,0,0,0,0,1
67311,notification-interval-short,0,0,0,0,0,1
67312,notification-interval-longer,0,0,0,0,0,1
67313,notification-interval-short,0,0,0,0,0,1
67314,notification-interval-short,0,0,0,0,0,1
67315,notification-interval-longer,0,0,0,0,0,1
67316,notification-interval-longer,0,0,0,0,0,2
67317,control,0,0,0,0,0,2
67318,notification-interval-short,0,0,0,0,0,1
67319,control,0,0,0,0,0,1
67320,notification-interval-short,0,2,0,0,0,1
67321,notification-interval-short,0,0,0,0,0,1
67322,control,0,0,0,0,0,2
67323,notification-interval-short,0,0,0,0,0,1
67324,notification-interval-short,0,0,0,0,0,1
67325,notification-interval-short,0,0,0,0,0,1
67326,notification-interval-short,0,0,0,0,0,1
67327,notification-interval-short,0,0,0,0,0,1
67328,notification-interval-longer,0,0,0,0,0,1
67329,notification-interval-short,0,0,0,0,0,1
67330,notification-interval-short,0,0,0,0,0,1
67331,notification-interval-longer,0,0,0,0,0,2
67332,notification-interval-short,0,1,0,0,1,1
67333,notification-interval-short,0,1,0,0,0,1
67335,notification-interval-longer,0,0,0,0,0,1
67336,notification-interval-longer,0,7,0,0,1,1
67337,notification-interval-longer,0,0,0,0,0,1
67338,notification-interval-longer,0,0,0,0,0,1
67339,notification-interval-longer,0,0,0,0,0,1
67340,control,0,0,0,0,0,1
67341,notification-interval-short,0,0,0,0,0,1
67342,control,0,10,0,0,0,1
67343,control,0,0,0,0,0,1
67344,notification-interval-short,0,1,0,0,0,1
67345,notification-interval-longer,0,0,0,0,0,1
67346,notification-interval-longer,0,0,0,0,0,1
67347,notification-interval-short,0,0,0,0,0,1
67348,notification-interval-short,0,0,0,0,0,2
67349,control,0,0,0,0,0,1
67350,notification-interval-short,0,0,0,0,0,1
67351,notification-interval-longer,0,0,0,0,0,2
67352,notification-interval-short,0,0,0,0,0,1
67353,notification-interval-longer,0,46,0,0,0,1
67354,notification-interval-short,0,0,0,0,0,1
67355,notification-interval-short,0,0,0,0,0,1
67356,control,0,0,0,0,0,1
67357,notification-interval-longer,0,0,0,0,0,1
67358,notification-interval-short,0,0,0,0,0,1
67359,notification-interval-longer,0,0,0,0,0,2
67360,notification-interval-longer,0,1,0,0,1,1
67361,notification-interval-longer,0,8,0,0,1,1
67362,control,0,7,0,0,0,1
67363,control,0,2,0,0,0,1
67364,notification-interval-short,0,0,0,0,0,1
67365,notification-interval-short,0,0,0,0,0,2
67366,notification-interval-longer,0,0,0,0,0,1
67367,control,0,1,0,0,0,1
67368,control,0,0,0,0,0,1
67369,notification-interval-short,0,0,0,0,0,1
67370,notification-interval-short,0,0,0,0,0,1
67371,control,0,0,0,0,0,2
67372,notification-interval-short,0,1,0,0,0,1
67373,notification-interval-longer,0,0,0,0,0,1
67374,notification-interval-short,0,12,0,0,1,2
67375,notification-interval-short,0,0,0,0,0,1
67376,notification-interval-short,0,0,0,0,0,1
67377,notification-interval-short,0,21,0,0,0,1
67378,notification-interval-longer,0,0,0,0,0,1
67379,notification-interval-short,0,0,0,0,0,1
67380,notification-interval-short,0,6,0,0,0,1
67381,notification-interval-short,0,1,0,0,0,1
67382,notification-interval-longer,0,0,0,0,0,2
67383,control,0,0,0,0,0,1
67384,notification-interval-longer,0,0,0,0,0,1
67385,notification-interval-short,0,1,0,0,0,1
67386,control,0,0,0,0,0,1
67387,notification-interval-short,0,0,0,0,0,1
67388,notification-interval-longer,0,0,0,0,0,1
67389,control,0,0,0,0,0,1
67390,notification-interval-short,0,0,0,0,0,1
67391,notification-interval-short,0,0,0,0,0,1
67392,notification-interval-longer,0,0,0,0,0,1
67393,control,0,0,0,0,0,1
67394,notification-interval-short,0,0,0,0,0,1
67395,notification-interval-short,0,0,0,0,0,1
67396,notification-interval-longer,0,0,0,0,0,1
67397,notification-interval-longer,0,0,0,0,0,1
67398,notification-interval-longer,0,33,0,0,2,1
67399,notification-interval-short,0,0,0,0,0,1
67400,notification-interval-longer,0,0,0,0,0,1
67401,notification-interval-longer,0,0,0,0,0,1
67402,notification-interval-short,0,0,0,0,0,1
67403,notification-interval-short,0,0,0,0,0,1
67404,control,0,0,0,0,0,1
67405,control,0,0,0,0,0,1
67406,notification-interval-short,0,23,0,0,1,1
67407,control,0,0,0,0,0,1
67408,notification-interval-short,0,0,0,0,0,1
67409,notification-interval-short,0,0,0,0,0,1
67410,notification-interval-longer,0,0,0,0,0,1
67411,notification-interval-short,0,3,0,0,1,1
67412,notification-interval-longer,0,1,0,0,1,1
67413,notification-interval-longer,0,1,0,0,0,1
67414,control,0,0,0,0,0,1
67415,notification-interval-longer,0,1,0,0,0,2
67416,notification-interval-longer,0,0,0,0,0,1
67417,notification-interval-short,0,9,0,0,0,1
67418,notification-interval-longer,0,0,0,0,0,1
67419,control,0,1,0,0,0,1
67420,notification-interval-longer,0,0,0,0,0,1
67421,notification-interval-short,1,17,0,0,1,2
67422,control,0,13,0,0,0,2
67423,control,0,1,0,0,0,1
67424,control,0,0,0,0,0,1
67425,control,0,0,0,0,0,1
67426,control,0,0,0,0,0,1
67427,notification-interval-short,0,0,0,0,0,1
67428,control,0,0,0,0,0,1
67429,notification-interval-short,0,0,0,0,0,1
67430,notification-interval-short,0,4,0,0,1,1
67431,notification-interval-longer,0,0,0,0,0,1
67432,notification-interval-short,0,0,0,0,0,2
67433,control,0,0,0,0,0,1
67434,notification-interval-longer,0,5,0,0,2,1
67435,notification-interval-short,0,2,0,0,0,2
67436,control,0,2,0,0,0,1
67437,notification-interval-longer,0,0,0,0,0,1
67438,notification-interval-longer,0,1,0,0,0,1
67439,control,0,0,0,0,0,1
67440,control,0,0,0,0,0,1
67441,notification-interval-longer,0,0,0,0,0,1
67442,notification-interval-longer,0,2,0,0,0,1
67443,notification-interval-short,0,0,0,0,0,1
67444,control,0,0,0,0,0,1
67445,notification-interval-longer,0,5,0,0,1,1
67446,control,0,0,0,0,0,1
67447,notification-interval-short,0,0,0,0,0,1
67448,notification-interval-longer,0,0,0,0,0,1
67449,notification-interval-short,0,0,0,0,0,1
67450,notification-interval-short,0,0,0,0,0,1
67451,notification-interval-short,0,11,0,0,4,1
67452,notification-interval-longer,0,0,0,0,0,1
67453,notification-interval-longer,0,0,0,0,0,1
67454,notification-interval-short,0,0,0,0,0,1
67455,notification-interval-longer,0,0,0,0,0,2
67456,control,0,0,0,0,0,1
67457,control,0,1,0,0,0,1
67458,notification-interval-short,0,0,0,0,0,2
67459,notification-interval-longer,0,12,0,0,0,1
67460,notification-interval-short,0,0,0,0,0,2
67461,control,0,0,0,0,0,1
67462,notification-interval-short,0,37,0,0,1,1
67463,notification-interval-short,0,0,0,0,0,1
67464,notification-interval-short,0,1,0,0,0,1
67465,notification-interval-longer,0,0,0,0,0,1
67466,notification-interval-short,0,2,0,0,0,1
67467,control,0,15,0,0,0,2
67468,control,0,0,0,0,0,1
67469,notification-interval-longer,0,4,0,0,0,1
67470,notification-interval-short,0,0,0,0,0,1
67471,control,0,0,0,0,0,1
67472,control,0,0,0,0,0,1
67473,notification-interval-short,0,0,0,0,0,1
67474,notification-interval-short,0,2,0,0,0,2
67475,notification-interval-longer,0,25,0,0,3,2
67476,notification-interval-longer,0,0,0,0,0,1
67477,control,0,3,0,0,0,1
67478,control,0,0,0,0,0,1
67479,control,0,0,0,0,0,1
67480,notification-interval-longer,0,0,0,0,0,1
67482,notification-interval-longer,0,16,0,0,0,1
67483,notification-interval-longer,0,0,0,0,0,1
67484,control,0,0,0,0,0,1
67485,notification-interval-short,0,0,0,0,0,1
67486,notification-interval-short,0,0,0,0,0,1
67487,notification-interval-longer,0,4,0,0,0,2
67488,notification-interval-short,0,0,0,0,0,2
67489,notification-interval-short,0,0,0,0,0,1
67490,notification-interval-short,0,0,0,0,0,1
67491,notification-interval-longer,0,0,0,0,0,1
67492,notification-interval-longer,0,0,0,0,0,1
67493,notification-interval-short,0,4,0,0,0,1
67494,notification-interval-short,0,0,0,0,0,2
67495,control,0,4,0,0,0,1
67496,notification-interval-longer,0,11,0,0,0,1
67497,notification-interval-longer,0,0,0,0,0,1
67498,notification-interval-longer,0,15,0,0,1,2
67499,notification-interval-short,0,0,0,0,0,1
67500,notification-interval-longer,0,2,0,0,0,1
67501,notification-interval-longer,0,0,0,0,0,1
67502,notification-interval-short,0,0,0,0,0,1
67503,control,0,18,0,0,0,1
67504,control,0,0,0,0,0,2
67505,notification-interval-short,0,4,0,0,0,1
67506,notification-interval-short,0,0,0,0,0,1
67507,notification-interval-short,0,9,0,0,0,1
67508,control,0,1,0,0,0,1
67509,control,0,0,0,0,0,1
67510,notification-interval-short,0,0,0,0,0,1
67511,control,0,0,0,0,0,1
67512,notification-interval-short,0,0,0,0,0,1
67513,control,0,0,0,0,0,1
67514,notification-interval-longer,0,2,0,0,0,1
67515,notification-interval-short,0,0,0,0,0,2
67516,notification-interval-short,0,0,0,0,0,1
67517,notification-interval-longer,0,6,0,0,0,1
67518,notification-interval-longer,0,1,0,0,0,1
67519,notification-interval-short,0,0,0,0,0,1
67520,control,0,4,0,0,0,1
67521,notification-interval-short,0,14,0,0,1,2
67522,notification-interval-longer,0,0,0,0,0,1
67523,notification-interval-short,0,3,0,0,0,1
67524,notification-interval-longer,0,2,0,0,0,1
67525,control,0,0,0,0,0,1
67526,notification-interval-longer,0,0,0,0,0,1
67527,control,0,0,0,0,0,1
67528,notification-interval-longer,0,24,0,0,1,2
67529,notification-interval-longer,0,0,0,0,0,1
67530,notification-interval-short,0,9,0,0,0,1
67531,notification-interval-short,0,0,0,0,0,1
67532,control,0,0,0,0,0,1
67533,notification-interval-short,0,4,0,0,0,1
67534,notification-interval-short,0,0,0,0,0,1
67535,notification-interval-longer,0,0,0,0,0,1
67536,notification-interval-longer,0,4,0,0,2,1
67537,notification-interval-longer,0,5,0,0,0,1
67538,notification-interval-longer,0,12,0,0,0,1
67539,control,0,0,0,0,0,1
67540,notification-interval-longer,0,1,0,0,0,1
67541,notification-interval-short,0,0,0,0,0,1
67542,control,0,0,0,0,0,1
67543,notification-interval-short,0,0,0,0,0,1
67544,notification-interval-longer,0,0,0,0,0,2
67545,notification-interval-short,0,0,0,0,0,1
67546,notification-interval-longer,0,0,0,0,0,1
67547,notification-interval-longer,0,0,0,0,0,1
67548,notification-interval-short,0,0,0,0,0,1
67549,notification-interval-longer,0,0,0,0,0,1
67550,control,0,0,0,0,0,1
67551,notification-interval-longer,0,0,0,0,0,1
67552,control,0,4,0,0,0,1
67553,control,0,2,0,0,0,1
67554,notification-interval-longer,0,0,0,0,0,1
67555,notification-interval-short,0,0,0,0,0,1
67556,notification-interval-longer,0,0,0,0,0,1
67557,control,0,0,0,0,0,1
67558,notification-interval-short,0,0,0,0,0,1
67559,notification-interval-short,0,0,0,0,0,1
67560,notification-interval-short,0,7,0,0,1,2
67562,notification-interval-longer,0,8,0,0,0,1
67563,notification-interval-short,0,0,0,0,0,1
67564,notification-interval-longer,0,0,0,0,0,1
67565,notification-interval-longer,0,0,0,0,0,1
67566,notification-interval-longer,0,2,0,0,0,1
67567,notification-interval-short,0,0,0,0,0,1
67568,notification-interval-longer,0,0,0,0,0,1
67569,control,0,0,0,0,0,1
67570,control,0,40,0,0,0,2
67571,notification-interval-longer,0,0,0,0,0,1
67572,notification-interval-short,0,0,0,0,0,1
67573,notification-interval-short,0,0,0,0,0,1
67574,notification-interval-longer,0,0,0,0,0,1
67575,notification-interval-longer,0,0,0,0,0,1
67577,notification-interval-short,0,0,0,0,0,1
67578,notification-interval-longer,0,0,0,0,0,1
67579,notification-interval-short,0,0,0,0,0,1
67580,control,0,0,0,0,0,1
67581,notification-interval-short,0,0,0,0,0,1
67582,control,0,0,0,0,0,1
67583,notification-interval-longer,0,0,0,0,0,1
67584,control,0,6,0,0,0,1
67585,notification-interval-longer,0,0,0,0,0,1
67586,notification-interval-longer,0,0,0,0,0,1
67587,notification-interval-longer,0,0,0,0,0,1
67588,control,0,3,0,0,0,1
67589,notification-interval-longer,0,0,0,0,0,1
67590,notification-interval-short,0,0,0,0,0,2
67591,notification-interval-longer,0,1,0,0,0,1
67592,control,0,3,0,0,0,2
67593,notification-interval-short,0,0,0,0,0,1
67594,notification-interval-short,0,0,0,0,0,1
67595,notification-interval-short,0,0,0,0,0,1
67596,notification-interval-short,0,0,0,0,0,1
67597,notification-interval-short,0,0,0,0,0,1
67598,notification-interval-short,0,8,0,0,3,1
67599,notification-interval-short,0,0,0,0,0,2
67600,notification-interval-short,0,0,0,0,0,1
67601,notification-interval-short,0,0,0,0,0,1
67602,notification-interval-longer,0,6,0,0,1,1
67603,control,0,0,0,0,0,1
67604,notification-interval-longer,0,0,0,0,0,1
67605,control,0,0,0,0,0,1
67606,notification-interval-short,0,0,0,0,0,1
67607,notification-interval-short,0,0,0,0,0,2
67608,notification-interval-short,0,0,0,0,0,1
67609,notification-interval-short,0,0,0,0,0,2
67610,notification-interval-longer,0,0,0,0,0,1
67611,notification-interval-short,0,0,0,0,0,1
67612,notification-interval-short,0,17,0,0,0,2
67613,notification-interval-short,0,0,0,0,0,2
67614,control,0,0,0,0,0,1
67615,notification-interval-short,0,0,0,0,0,1
67616,notification-interval-short,0,0,0,0,0,1
67617,notification-interval-longer,0,0,0,0,0,1
67618,notification-interval-longer,0,17,0,0,0,1
67619,control,0,5,0,0,0,1
67620,notification-interval-longer,0,0,0,0,0,1
67621,notification-interval-short,0,0,0,0,0,1
67622,control,0,1,0,0,0,1
67623,notification-interval-longer,0,0,0,0,0,1
67624,notification-interval-short,0,55,0,0,0,1
67625,notification-interval-short,0,0,0,0,0,1
67626,control,0,0,0,0,0,1
67627,control,0,6,0,0,0,1
67628,notification-interval-short,0,0,0,0,0,2
67629,notification-interval-longer,0,0,0,0,0,1
67630,notification-interval-longer,0,0,0,0,0,2
67631,notification-interval-short,0,0,0,0,0,2
67632,control,0,0,0,0,0,2
67633,notification-interval-short,0,5,0,0,1,1
67634,control,0,0,0,0,0,1
67635,notification-interval-short,0,0,0,0,0,1
67636,notification-interval-longer,0,0,0,0,0,1
67637,notification-interval-short,0,1,0,0,0,1
67638,notification-interval-longer,0,0,0,0,0,1
67639,notification-interval-longer,0,2,0,0,0,1
67640,notification-interval-short,0,0,0,0,0,1
67641,notification-interval-longer,0,0,0,0,0,1
67642,control,0,0,0,0,0,1
67643,notification-interval-short,0,0,0,0,0,1
67644,notification-interval-short,0,6,0,0,0,1
67645,notification-interval-short,0,0,0,0,0,1
67646,notification-interval-longer,0,0,0,0,0,1
67647,control,0,0,0,0,0,1
67648,notification-interval-short,0,0,0,0,0,1
67649,notification-interval-longer,0,22,0,0,0,1
67650,notification-interval-short,0,0,0,0,0,1
67651,notification-interval-short,0,0,0,0,0,1
67652,notification-interval-longer,0,0,0,0,0,1
67653,control,0,0,0,0,0,1
67654,notification-interval-longer,0,10,0,0,1,1
67655,notification-interval-short,0,57,0,0,4,2
67657,notification-interval-longer,0,0,0,0,0,1
67658,notification-interval-longer,0,34,0,0,0,2
67659,notification-interval-short,0,28,0,0,0,1
67660,control,0,0,0,0,0,2
67661,notification-interval-short,0,3,0,0,0,1
67662,notification-interval-short,0,55,0,0,0,1
67663,notification-interval-longer,0,0,0,0,0,1
67664,notification-interval-short,0,2,0,0,1,1
67665,notification-interval-longer,0,5,0,0,0,1
67666,control,0,3,0,0,0,1
67667,notification-interval-short,0,0,0,0,0,1
67668,notification-interval-longer,0,0,0,0,0,1
67669,notification-interval-longer,0,0,0,0,0,1
67670,notification-interval-short,0,0,0,0,0,1
67671,notification-interval-longer,0,1,0,0,0,1
67672,control,0,0,0,0,0,1
67673,control,0,0,0,0,0,1
67674,control,0,0,0,0,0,1
67675,notification-interval-longer,0,1,0,0,1,1
67676,notification-interval-short,0,0,0,0,0,1
67677,notification-interval-short,0,1,0,0,0,1
67678,notification-interval-short,0,0,0,0,0,1
67679,control,0,0,0,0,0,1
67680,control,0,0,0,0,0,1
67681,notification-interval-longer,0,7,0,0,0,1
67682,notification-interval-short,0,1,0,0,0,1
67683,control,0,0,0,0,0,1
67684,control,0,2,0,0,0,1
67685,notification-interval-longer,0,0,0,0,0,1
67686,control,0,0,0,0,0,1
67687,control,0,19,0,0,0,1
67688,control,0,0,0,0,0,1
67689,notification-interval-longer,0,0,0,0,0,1
67690,notification-interval-longer,0,0,0,0,0,2
67691,control,0,0,0,0,0,1
67692,notification-interval-longer,0,0,0,0,0,1
67693,notification-interval-short,0,0,0,0,0,1
67694,notification-interval-longer,0,3,0,0,0,1
67695,notification-interval-longer,0,0,0,0,0,1
67696,notification-interval-short,0,0,0,0,0,1
67697,notification-interval-longer,0,6,0,0,0,1
67698,notification-interval-short,0,0,0,0,0,1
67699,notification-interval-longer,0,0,0,0,0,1
67700,notification-interval-longer,0,0,0,0,0,2
67701,notification-interval-short,0,0,0,0,0,1
67702,notification-interval-longer,0,0,0,0,0,1
67703,notification-interval-longer,0,0,0,0,0,1
67704,control,0,0,0,0,0,1
67705,notification-interval-longer,0,0,0,0,0,1
67706,control,0,0,0,0,0,1
67707,control,0,0,0,0,0,1
67708,notification-interval-short,0,0,0,0,0,1
67709,control,0,0,0,0,0,2
67710,notification-interval-short,0,2,0,0,0,2
67711,notification-interval-short,0,0,0,0,0,1
67712,notification-interval-longer,0,0,0,0,0,1
67713,control,0,0,0,0,0,1
67714,notification-interval-short,0,0,0,0,0,1
67715,control,0,0,0,0,0,1
67716,notification-interval-short,0,0,0,0,0,2
67717,control,0,0,0,0,0,1
67718,notification-interval-short,0,0,0,0,0,1
67719,control,0,0,0,0,0,2
67720,notification-interval-longer,0,0,0,0,0,1
67721,notification-interval-short,0,0,0,0,0,1
67722,notification-interval-longer,0,0,0,0,0,1
67723,notification-interval-longer,0,2,0,0,0,1
67724,notification-interval-short,0,2,0,0,0,1
67725,notification-interval-short,0,0,0,0,0,1
67726,notification-interval-longer,0,1,0,0,1,1
67727,notification-interval-short,0,1,0,0,0,2
67728,notification-interval-short,0,0,0,0,0,1
67729,control,0,6,0,0,0,1
67730,control,0,0,0,0,0,1
67731,notification-interval-short,0,0,0,0,0,1
67732,notification-interval-longer,0,1,0,0,0,2
67733,control,0,0,0,0,0,1
67734,notification-interval-longer,0,0,0,0,0,1
67735,notification-interval-longer,0,49,0,0,1,1
67736,notification-interval-short,0,0,0,0,0,1
67737,notification-interval-short,0,0,0,0,0,1
